difficulty,proficiency_group,chain_position,chain_length,delta_seconds,is_intra_session,chain_final_outcome,chain_total_time
C,G4,1,3,558,true,AC,628
C,G4,2,3,70,true,AC,628
C,G5,1,2,332,true,WA,332
B,G3,1,3,635,true,CE,644
B,G3,2,3,9,true,CE,644
F,G6,1,2,89,true,AC,89
E,G6,1,3,121,true,AC,153
E,G6,2,3,32,true,AC,153
E,G6,1,3,5125,true,Abandon,5956
E,G6,2,3,831,true,Abandon,5956
B,G4,1,2,4315,true,AC,4315
D,G5,1,2,149,true,Abandon,149
E,G5,1,3,317,true,AC,609
E,G5,2,3,292,true,AC,609
C,G5,1,3,140,true,AC,277
C,G5,2,3,137,true,AC,277
C,G5,1,2,1553,true,AC,1553
D,G5,1,3,217,true,AC,428
D,G5,2,3,211,true,AC,428
D,G5,1,2,212,true,AC,212
D,G5,1,4,230,true,AC,579
D,G5,2,4,149,true,AC,579
D,G5,3,4,200,true,AC,579
C,G5,1,2,47288,false,AC,47288
C,G5,1,3,115,true,WA,961
C,G5,2,3,846,true,WA,961
C,G5,1,2,194,true,AC,194
D,G5,1,3,390,true,WA,549
D,G5,2,3,159,true,WA,549
D,G5,1,4,97,true,WA,824
D,G5,2,4,383,true,WA,824
D,G5,3,4,344,true,WA,824
D,G5,1,3,212,true,AC,292
D,G5,2,3,80,true,AC,292
C,G5,1,4,6816,true,RE,12353
C,G5,2,4,52,true,RE,12353
C,G5,3,4,5485,true,RE,12353
C,G5,1,3,54,true,RE,139
C,G5,2,3,85,true,RE,139
C,G5,1,2,493,true,RE,493
B,G5,1,4,278,true,AC,1117
B,G5,2,4,749,true,AC,1117
B,G5,3,4,90,true,AC,1117
B,G3,1,2,181,true,AC,181
C,G6,1,2,1659,true,AC,1659
D,G3,1,3,174,true,Abandon,1142
D,G3,2,3,968,true,Abandon,1142
D,G3,1,2,1850,true,Abandon,1850
D,G6,1,2,277,true,AC,277
D,G6,1,2,518,true,WA,518
D,G3,1,9,100,true,Abandon,8200
D,G3,2,9,367,true,Abandon,8200
D,G3,3,9,1718,true,Abandon,8200
D,G3,4,9,5092,true,Abandon,8200
D,G3,5,9,636,true,Abandon,8200
D,G3,6,9,170,true,Abandon,8200
D,G3,7,9,98,true,Abandon,8200
D,G3,8,9,19,true,Abandon,8200
C,G3,1,4,528,true,AC,1883
C,G3,2,4,953,true,AC,1883
C,G3,3,4,402,true,AC,1883
D,G3,1,4,363,true,Abandon,1153
D,G3,2,4,218,true,Abandon,1153
D,G3,3,4,572,true,Abandon,1153
D,G5,1,2,333,true,Abandon,333
D,G2,1,4,372,true,Abandon,1174
D,G2,2,4,561,true,Abandon,1174
D,G2,3,4,241,true,Abandon,1174
D,G5,1,3,485,true,AC,668
D,G5,2,3,183,true,AC,668
C,G4,1,4,1014,true,AC,2315
C,G4,2,4,581,true,AC,2315
C,G4,3,4,720,true,AC,2315
C,G4,1,2,715,true,WA,715
C,G4,1,2,764,true,Abandon,764
C,G4,1,2,1066,true,WA,1066
B,G4,1,3,86074,false,AC,86426
B,G4,2,3,352,true,AC,86426
C,G3,1,2,1353,true,Abandon,1353
C,G5,1,2,223,true,AC,223
E,G5,1,2,195,true,WA,195
E,G5,1,3,88,true,AC,1682
E,G5,2,3,1594,true,AC,1682
D,G5,1,4,1076,true,RE,2152
D,G5,2,4,690,true,RE,2152
D,G5,3,4,386,true,RE,2152
D,G5,1,3,357,true,AC,873
D,G5,2,3,516,true,AC,873
C,G5,1,3,84,true,WA,163
C,G5,2,3,79,true,WA,163
C,G3,1,4,20,true,AC,617
C,G3,2,4,244,true,AC,617
C,G3,3,4,353,true,AC,617
D,G4,1,2,972,true,AC,972
D,G4,1,2,301,true,CE,301
C,G4,1,3,102,true,AC,343
C,G4,2,3,241,true,AC,343
D,G6,1,3,783,true,WA,1384
D,G6,2,3,601,true,WA,1384
C,G6,1,2,251,true,AC,251
C,G6,1,2,249,true,AC,249
D,G6,1,2,190,true,Abandon,190
D,G6,1,2,75,true,Abandon,75
E,G6,1,3,830,true,Abandon,1004
E,G6,2,3,174,true,Abandon,1004
D,G6,1,2,147,true,AC,147
E,G6,1,2,309,true,AC,309
B,G6,1,5,188,true,WA,2031
B,G6,2,5,747,true,WA,2031
B,G6,3,5,1013,true,WA,2031
B,G6,4,5,83,true,WA,2031
D,G6,1,2,9116,true,Abandon,9116
D,G6,1,3,2197,true,AC,2429
D,G6,2,3,232,true,AC,2429
C,G6,1,7,260,true,AC,1560
C,G6,2,7,470,true,AC,1560
C,G6,3,7,355,true,AC,1560
C,G6,4,7,239,true,AC,1560
C,G6,5,7,189,true,AC,1560
C,G6,6,7,47,true,AC,1560
C,G4,1,2,1526,true,WA,1526
C,G3,1,2,1597,true,Abandon,1597
D,G5,1,2,55,true,Abandon,55
D,G3,1,2,885,true,Abandon,885
D,G5,1,2,350,true,AC,350
D,G5,1,2,338,true,AC,338
D,G5,1,4,117,true,WA,646
D,G5,2,4,352,true,WA,646
D,G5,3,4,177,true,WA,646
E,G5,1,2,66,true,AC,66
D,G5,1,2,2406,true,AC,2406
D,G5,1,3,1219,true,AC,1739
D,G5,2,3,520,true,AC,1739
E,G5,1,2,6585,true,Abandon,6585
D,G5,1,2,382,true,RE,382
D,G5,1,4,882,true,Abandon,45365
D,G5,2,4,2566,true,Abandon,45365
D,G5,3,4,41917,false,Abandon,45365
E,G5,1,2,863,true,Abandon,863
C,G5,1,2,200,true,AC,200
C,G5,1,2,1622,true,RE,1622
D,G5,1,2,410,true,Abandon,410
D,G5,1,2,378,true,Abandon,378
C,G4,1,2,319,true,WA,319
C,G4,1,2,65,true,AC,65
C,G4,1,2,317,true,RE,317
D,G4,1,4,210,true,Abandon,1465
D,G4,2,4,819,true,Abandon,1465
D,G4,3,4,436,true,Abandon,1465
D,G4,1,2,648,true,WA,648
B,G4,1,2,275,true,WA,275
D,G4,1,2,4267,true,WA,4267
C,G4,1,4,799,true,WA,1752
C,G4,2,4,311,true,WA,1752
C,G4,3,4,642,true,WA,1752
D,G3,1,3,900,true,Abandon,1553
D,G3,2,3,653,true,Abandon,1553
B,G5,1,2,234,true,AC,234
C,G5,1,7,200,true,WA,1462
C,G5,2,7,174,true,WA,1462
C,G5,3,7,217,true,WA,1462
C,G5,4,7,126,true,WA,1462
C,G5,5,7,400,true,WA,1462
C,G5,6,7,345,true,WA,1462
D,G5,1,5,294,true,RE,960
D,G5,2,5,135,true,RE,960
D,G5,3,5,260,true,RE,960
D,G5,4,5,271,true,RE,960
D,G6,1,2,373,true,WA,373
E,G6,1,5,261,true,AC,79109
E,G6,2,5,9481,true,AC,79109
E,G6,3,5,35321,false,AC,79109
E,G6,4,5,34046,false,AC,79109
F,G6,1,2,160,true,CE,160
D,G6,1,3,240,true,RE,4168
D,G6,2,3,3928,true,RE,4168
D,G5,1,6,1704,true,AC,6221
D,G5,2,6,684,true,AC,6221
D,G5,3,6,372,true,AC,6221
D,G5,4,6,907,true,AC,6221
D,G5,5,6,2554,true,AC,6221
E,G5,1,2,2618,true,AC,2618
D,G5,1,2,574,true,AC,574
D,G5,1,2,181,true,AC,181
D,G5,1,2,360,true,AC,360
D,G5,1,2,71639,false,AC,71639
C,G5,1,2,1403,true,AC,1403
D,G5,1,2,683,true,RE,683
D,G5,1,3,5117,true,AC,7260
D,G5,2,3,2143,true,AC,7260
D,G4,1,3,39,true,WA,71
D,G4,2,3,32,true,WA,71
D,G4,1,3,1630,true,Abandon,2231
D,G4,2,3,601,true,Abandon,2231
C,G4,1,2,2981,true,Abandon,2981
D,G4,1,2,1102,true,WA,1102
D,G5,1,7,459,true,Abandon,2759
D,G5,2,7,1056,true,Abandon,2759
D,G5,3,7,28,true,Abandon,2759
D,G5,4,7,917,true,Abandon,2759
D,G5,5,7,245,true,Abandon,2759
D,G5,6,7,54,true,Abandon,2759
D,G5,1,3,126,true,AC,1490
D,G5,2,3,1364,true,AC,1490
C,G5,1,2,220,true,AC,220
C,G5,1,2,1294,true,AC,1294
D,G4,1,2,1090,true,AC,1090
B,G4,1,2,282,true,WA,282
E,G3,1,2,558,true,WA,558
B,G3,1,2,750,true,AC,750
E,G6,1,2,490,true,Abandon,490
C,G2,1,2,244,true,WA,244
E,G3,1,2,535,true,WA,535
D,G4,1,4,104,true,Abandon,720
D,G4,2,4,578,true,Abandon,720
D,G4,3,4,38,true,Abandon,720
C,G3,1,2,776,true,CE,776
C,G4,1,2,1351,true,CE,1351
D,G4,1,2,1023,true,Abandon,1023
B,G4,1,3,1515,true,AC,1963
B,G4,2,3,448,true,AC,1963
D,G5,1,3,29,true,RE,165
D,G5,2,3,136,true,RE,165
E,G5,1,2,216,true,Abandon,216
D,G5,1,2,620,true,AC,620
D,G6,1,12,7293,true,AC,9879
D,G6,2,12,83,true,AC,9879
D,G6,3,12,163,true,AC,9879
D,G6,4,12,333,true,AC,9879
D,G6,5,12,548,true,AC,9879
D,G6,6,12,341,true,AC,9879
D,G6,7,12,464,true,AC,9879
D,G6,8,12,270,true,AC,9879
D,G6,9,12,220,true,AC,9879
D,G6,10,12,134,true,AC,9879
D,G6,11,12,30,true,AC,9879
E,G6,1,2,25,true,AC,25
D,G6,1,2,759,true,AC,759
D,G6,1,3,711,true,AC,3431
D,G6,2,3,2720,true,AC,3431
D,G6,1,2,61829,false,AC,61829
D,G6,1,2,3844,true,AC,3844
E,G6,1,3,83,true,AC,145
E,G6,2,3,62,true,AC,145
D,G6,1,3,278,true,WA,351
D,G6,2,3,73,true,WA,351
C,G6,1,5,116,true,AC,1147
C,G6,2,5,368,true,AC,1147
C,G6,3,5,535,true,AC,1147
C,G6,4,5,128,true,AC,1147
D,G6,1,2,98,true,AC,98
C,G4,1,2,3858,true,WA,3858
C,G5,1,3,268,true,AC,2624
C,G5,2,3,2356,true,AC,2624
E,G6,1,2,98,true,AC,98
E,G6,1,2,71,true,AC,71
E,G6,1,2,302,true,AC,302
D,G6,1,2,38018,false,AC,38018
D,G6,1,2,184,true,AC,184
E,G6,1,3,712,true,AC,2141
E,G6,2,3,1429,true,AC,2141
C,G4,1,3,1977,true,Abandon,2462
C,G4,2,3,485,true,Abandon,2462
E,G3,1,3,489,true,RE,1355
E,G3,2,3,866,true,RE,1355
D,G3,1,5,54,true,Abandon,790
D,G3,2,5,62,true,Abandon,790
D,G3,3,5,440,true,Abandon,790
D,G3,4,5,234,true,Abandon,790
E,G3,1,2,79,true,Abandon,79
C,G3,1,2,1209,true,CE,1209
D,G6,1,2,767,true,AC,767
D,G6,1,2,567,true,AC,567
D,G6,1,2,203,true,AC,203
D,G3,1,4,151,true,RE,369
D,G3,2,4,102,true,RE,369
D,G3,3,4,116,true,RE,369
C,G3,1,2,448,true,WA,448
D,G6,1,2,125,true,AC,125
D,G4,1,3,510,true,WA,656
D,G4,2,3,146,true,WA,656
D,G4,1,2,3689,true,AC,3689
E,G5,1,2,336,true,RE,336
C,G5,1,4,955,true,Abandon,3136
C,G5,2,4,593,true,Abandon,3136
C,G5,3,4,1588,true,Abandon,3136
C,G5,1,2,3104,true,RE,3104
D,G6,1,3,1565,true,AC,1675
D,G6,2,3,110,true,AC,1675
D,G6,1,3,1302,true,AC,1776
D,G6,2,3,474,true,AC,1776
D,G6,1,2,215,true,WA,215
E,G6,1,2,272,true,Abandon,272
D,G6,1,2,391,true,AC,391
C,G6,1,2,295,true,Abandon,295
D,G6,1,2,139,true,Abandon,139
D,G6,1,2,1216,true,AC,1216
D,G6,1,2,126,true,WA,126
D,G4,1,2,189,true,WA,189
E,G5,1,2,713,true,AC,713
D,G5,1,5,1329,true,Abandon,3284
D,G5,2,5,188,true,Abandon,3284
D,G5,3,5,308,true,Abandon,3284
D,G5,4,5,1459,true,Abandon,3284
D,G4,1,3,362,true,Abandon,717
D,G4,2,3,355,true,Abandon,717
D,G4,1,2,37,true,Abandon,37
E,G5,1,2,74,true,AC,74
E,G6,1,2,72,true,AC,72
E,G5,1,2,178,true,WA,178
E,G5,1,4,33,true,WA,339
E,G5,2,4,290,true,WA,339
E,G5,3,4,16,true,WA,339
D,G5,1,2,144,true,AC,144
F,G5,1,4,24,true,WA,335
F,G5,2,4,299,true,WA,335
F,G5,3,4,12,true,WA,335
F,G5,1,3,239,true,RE,269
F,G5,2,3,30,true,RE,269
D,G5,1,3,135,true,AC,233
D,G5,2,3,98,true,AC,233
D,G5,1,2,53,true,AC,53
E,G5,1,3,1010,true,Abandon,1160
E,G5,2,3,150,true,Abandon,1160
D,G5,1,2,118,true,RE,118
C,G5,1,2,161,true,RE,161
D,G5,1,2,704,true,AC,704
D,G5,1,4,251,true,AC,2459
D,G5,2,4,1258,true,AC,2459
D,G5,3,4,950,true,AC,2459
E,G5,1,6,157,true,AC,2131
E,G5,2,6,76,true,AC,2131
E,G5,3,6,113,true,AC,2131
E,G5,4,6,29,true,AC,2131
E,G5,5,6,1756,true,AC,2131
D,G5,1,3,732,true,WA,20386590
D,G5,2,3,20385858,false,WA,20386590
C,G2,1,2,583199,false,WA,583199
C,G4,1,4,1031,true,RE,5874
C,G4,2,4,272,true,RE,5874
C,G4,3,4,4571,true,RE,5874
D,G4,1,4,82,true,AC,2093
D,G4,2,4,463,true,AC,2093
D,G4,3,4,1548,true,AC,2093
B,G4,1,3,613,true,WA,2061
B,G4,2,3,1448,true,WA,2061
C,G4,1,3,10108,true,AC,14020
C,G4,2,3,3912,true,AC,14020
F,G6,1,2,62,true,AC,62
D,G6,1,2,98,true,WA,98
D,G6,1,3,7,true,WA,147
D,G6,2,3,140,true,WA,147
D,G6,1,3,156,true,AC,389
D,G6,2,3,233,true,AC,389
C,G4,1,4,957,true,AC,65693
C,G4,2,4,43,true,AC,65693
C,G4,3,4,64693,false,AC,65693
C,G4,1,4,788,true,WA,758816
C,G4,2,4,115,true,WA,758816
C,G4,3,4,757913,false,WA,758816
B,G4,1,2,323,true,Abandon,323
B,G4,1,4,116,true,AC,702
B,G4,2,4,144,true,AC,702
B,G4,3,4,442,true,AC,702
C,G4,1,2,271,true,AC,271
D,G4,1,4,176,true,AC,496
D,G4,2,4,100,true,AC,496
D,G4,3,4,220,true,AC,496
C,G3,1,2,125,true,CE,125
C,G3,1,2,632,true,Abandon,632
D,G6,1,7,586,true,Abandon,2215
D,G6,2,7,628,true,Abandon,2215
D,G6,3,7,151,true,Abandon,2215
D,G6,4,7,115,true,Abandon,2215
D,G6,5,7,570,true,Abandon,2215
D,G6,6,7,165,true,Abandon,2215
D,G6,1,2,136,true,Abandon,136
F,G6,1,7,76,true,AC,2321
F,G6,2,7,485,true,AC,2321
F,G6,3,7,550,true,AC,2321
F,G6,4,7,76,true,AC,2321
F,G6,5,7,667,true,AC,2321
F,G6,6,7,467,true,AC,2321
E,G6,1,3,207,true,AC,448
E,G6,2,3,241,true,AC,448
D,G6,1,2,28,true,Abandon,28
E,G6,1,4,219,true,Abandon,728
E,G6,2,4,339,true,Abandon,728
E,G6,3,4,170,true,Abandon,728
F,G6,1,3,222,true,Abandon,1030
F,G6,2,3,808,true,Abandon,1030
E,G6,1,4,31,true,Abandon,954
E,G6,2,4,178,true,Abandon,954
E,G6,3,4,745,true,Abandon,954
E,G6,1,4,615,true,WA,1814
E,G6,2,4,888,true,WA,1814
E,G6,3,4,311,true,WA,1814
D,G6,1,3,43,true,WA,3132
D,G6,2,3,3089,true,WA,3132
E,G6,1,3,233,true,AC,284
E,G6,2,3,51,true,AC,284
E,G6,1,4,206,true,AC,2403
E,G6,2,4,563,true,AC,2403
E,G6,3,4,1634,true,AC,2403
D,G6,1,6,255,true,Abandon,1517
D,G6,2,6,479,true,Abandon,1517
D,G6,3,6,246,true,Abandon,1517
D,G6,4,6,412,true,Abandon,1517
D,G6,5,6,125,true,Abandon,1517
D,G6,1,3,249,true,WA,596
D,G6,2,3,347,true,WA,596
D,G6,1,3,309,true,AC,615
D,G6,2,3,306,true,AC,615
D,G6,1,2,387,true,Abandon,387
D,G6,1,6,25,true,AC,217
D,G6,2,6,38,true,AC,217
D,G6,3,6,94,true,AC,217
D,G6,4,6,50,true,AC,217
D,G6,5,6,10,true,AC,217
D,G5,1,2,298,true,AC,298
E,G5,1,2,277,true,Abandon,277
D,G5,1,4,288,true,AC,480
D,G5,2,4,115,true,AC,480
D,G5,3,4,77,true,AC,480
C,G5,1,2,133,true,AC,133
C,G5,1,2,42,true,WA,42
C,G5,1,2,1171,true,WA,1171
C,G5,1,2,835,true,AC,835
B,G5,1,2,170,true,WA,170
D,G5,1,3,222,true,Abandon,2758
D,G5,2,3,2536,true,Abandon,2758
D,G5,1,2,1292,true,WA,1292
F,G5,1,2,2033,true,Abandon,2033
D,G5,1,2,2600,true,Abandon,2600
D,G5,1,2,254,true,AC,254
C,G5,1,2,264,true,WA,264
F,G6,1,2,388,true,WA,388
E,G6,1,2,566,true,AC,566
D,G6,1,3,598730,false,AC,599339
D,G6,2,3,609,true,AC,599339
D,G6,1,3,591,true,WA,3103
D,G6,2,3,2512,true,WA,3103
E,G6,1,2,1260,true,Abandon,1260
D,G6,1,3,1762,true,Abandon,2019
D,G6,2,3,257,true,Abandon,2019
D,G5,1,2,135,true,AC,135
D,G4,1,2,470,true,WA,470
C,G4,1,2,350,true,AC,350
D,G5,1,2,82,true,WA,82
C,G4,1,2,144,true,AC,144
E,G6,1,2,496,true,AC,496
F,G6,1,2,1273,true,AC,1273
F,G6,1,2,592,true,Abandon,592
C,G3,1,3,783,true,Abandon,1537
C,G3,2,3,754,true,Abandon,1537
C,G3,1,4,71,true,Abandon,769466
C,G3,2,4,97,true,Abandon,769466
C,G3,3,4,769298,false,Abandon,769466
B,G3,1,2,220,true,WA,220
C,G3,1,2,334,true,Abandon,334
C,G3,1,2,142,true,Abandon,142
F,G6,1,2,104,true,RE,104
C,G3,1,2,185,true,Abandon,185
C,G2,1,3,836,true,Abandon,1038
C,G2,2,3,202,true,Abandon,1038
E,G4,1,3,965,true,Abandon,2602
E,G4,2,3,1637,true,Abandon,2602
E,G6,1,2,189,true,AC,189
C,G6,1,2,232,true,WA,232
D,G6,1,3,539,true,WA,1442
D,G6,2,3,903,true,WA,1442
E,G5,1,2,1603,true,WA,1603
E,G5,1,6,1744,true,WA,4805419
E,G5,2,6,101,true,WA,4805419
E,G5,3,6,2491818,false,WA,4805419
E,G5,4,6,2306461,false,WA,4805419
E,G5,5,6,5295,true,WA,4805419
C,G5,1,4,544,true,AC,1842
C,G5,2,4,844,true,AC,1842
C,G5,3,4,454,true,AC,1842
C,G5,1,2,140,true,AC,140
C,G5,1,3,1823,true,WA,1952
C,G5,2,3,129,true,WA,1952
D,G5,1,2,867,true,AC,867
C,G5,1,3,1310,true,AC,4988
C,G5,2,3,3678,true,AC,4988
B,G2,1,3,732,true,Abandon,856
B,G2,2,3,124,true,Abandon,856
D,G4,1,2,773,true,Abandon,773
D,G4,1,5,1567,true,AC,3590
D,G4,2,5,667,true,AC,3590
D,G4,3,5,334,true,AC,3590
D,G4,4,5,1022,true,AC,3590
C,G4,1,5,102,true,RE,169401
C,G4,2,5,121,true,RE,169401
C,G4,3,5,423,true,RE,169401
C,G4,4,5,168755,false,RE,169401
F,G6,1,3,144,true,AC,516
F,G6,2,3,372,true,AC,516
F,G6,1,2,324,true,WA,324
B,G6,1,2,421,true,AC,421
D,G6,1,4,396,true,AC,849
D,G6,2,4,257,true,AC,849
D,G6,3,4,196,true,AC,849
E,G6,1,3,420,true,CE,640
E,G6,2,3,220,true,CE,640
D,G4,1,2,559,true,WA,559
E,G3,1,2,219,true,Abandon,219
D,G3,1,3,157,true,Abandon,1635
D,G3,2,3,1478,true,Abandon,1635
D,G3,1,3,978,true,WA,2154
D,G3,2,3,1176,true,WA,2154
D,G5,1,2,504,true,WA,504
D,G5,1,3,4471,true,AC,4888
D,G5,2,3,417,true,AC,4888
D,G5,1,2,241,true,AC,241
D,G5,1,3,1925,true,AC,2394
D,G5,2,3,469,true,AC,2394
E,G5,1,2,409,true,AC,409
D,G5,1,2,5085,true,Abandon,5085
D,G5,1,3,1277,true,AC,3848
D,G5,2,3,2571,true,AC,3848
E,G5,1,4,780,true,Abandon,3617
E,G5,2,4,2482,true,Abandon,3617
E,G5,3,4,355,true,Abandon,3617
D,G5,1,3,25739864,false,AC,25740540
D,G5,2,3,676,true,AC,25740540
D,G5,1,5,242,true,AC,4441
D,G5,2,5,228,true,AC,4441
D,G5,3,5,1536,true,AC,4441
D,G5,4,5,2435,true,AC,4441
D,G5,1,3,695,true,CE,5707
D,G5,2,3,5012,true,CE,5707
D,G5,1,3,752,true,Abandon,1660
D,G5,2,3,908,true,Abandon,1660
D,G5,1,3,4591,true,Abandon,8587
D,G5,2,3,3996,true,Abandon,8587
C,G5,1,2,961,true,AC,961
C,G5,1,3,496,true,AC,2402
C,G5,2,3,1906,true,AC,2402
D,G5,1,2,76002,false,AC,76002
C,G4,1,3,1074,true,AC,2350
C,G4,2,3,1276,true,AC,2350
D,G5,1,3,1400,true,Abandon,1674
D,G5,2,3,274,true,Abandon,1674
E,G5,1,5,91,true,AC,1868
E,G5,2,5,1011,true,AC,1868
E,G5,3,5,369,true,AC,1868
E,G5,4,5,397,true,AC,1868
D,G5,1,2,1157,true,Abandon,1157
D,G5,1,2,536,true,AC,536
D,G3,1,5,501,true,WA,1822
D,G3,2,5,599,true,WA,1822
D,G3,3,5,199,true,WA,1822
D,G3,4,5,523,true,WA,1822
D,G3,1,2,1851,true,Abandon,1851
D,G6,1,4,225,true,Abandon,1250
D,G6,2,4,424,true,Abandon,1250
D,G6,3,4,601,true,Abandon,1250
E,G6,1,2,151,true,AC,151
D,G6,1,2,209,true,WA,209
E,G6,1,4,351,true,Abandon,489
E,G6,2,4,92,true,Abandon,489
E,G6,3,4,46,true,Abandon,489
E,G6,1,2,536,true,AC,536
E,G6,1,2,160,true,CE,160
E,G6,1,7,1713,true,Abandon,3472
E,G6,2,7,276,true,Abandon,3472
E,G6,3,7,947,true,Abandon,3472
E,G6,4,7,110,true,Abandon,3472
E,G6,5,7,189,true,Abandon,3472
E,G6,6,7,237,true,Abandon,3472
B,G4,1,2,147,true,AC,147
D,G4,1,8,19629,false,Abandon,85360
D,G4,2,8,2042,true,Abandon,85360
D,G4,3,8,62354,false,Abandon,85360
D,G4,4,8,780,true,Abandon,85360
D,G4,5,8,175,true,Abandon,85360
D,G4,6,8,185,true,Abandon,85360
D,G4,7,8,195,true,Abandon,85360
C,G4,1,6,18938,false,Abandon,20612
C,G4,2,6,795,true,Abandon,20612
C,G4,3,6,201,true,Abandon,20612
C,G4,4,6,391,true,Abandon,20612
C,G4,5,6,287,true,Abandon,20612
C,G4,1,3,256,true,AC,11011
C,G4,2,3,10755,true,AC,11011
C,G4,1,6,638,true,AC,1821763
C,G4,2,6,320,true,AC,1821763
C,G4,3,6,1819798,false,AC,1821763
C,G4,4,6,499,true,AC,1821763
C,G4,5,6,508,true,AC,1821763
C,G4,1,4,3467,true,WA,6776
C,G4,2,4,194,true,WA,6776
C,G4,3,4,3115,true,WA,6776
C,G4,1,4,105,true,AC,325
C,G4,2,4,107,true,AC,325
C,G4,3,4,113,true,AC,325
E,G6,1,2,559,true,AC,559
C,G6,1,2,370726,false,WA,370726
C,G6,1,2,52689,false,AC,52689
D,G6,1,2,68,true,AC,68
D,G3,1,2,146,true,Abandon,146
E,G6,1,2,546,true,AC,546
E,G6,1,4,460,true,AC,1991
E,G6,2,4,1506,true,AC,1991
E,G6,3,4,25,true,AC,1991
F,G6,1,2,354,true,AC,354
E,G6,1,2,1497,true,AC,1497
D,G6,1,2,170,true,AC,170
D,G6,1,3,731,true,RE,1053
D,G6,2,3,322,true,RE,1053
F,G6,1,2,21248331,false,AC,21248331
D,G6,1,3,255,true,AC,971
D,G6,2,3,716,true,AC,971
E,G6,1,2,492,true,WA,492
D,G4,1,2,701,true,Abandon,701
C,G4,1,5,532,true,Abandon,5876588
C,G4,2,5,777265,false,Abandon,5876588
C,G4,3,5,509,true,Abandon,5876588
C,G4,4,5,5098282,false,Abandon,5876588
C,G4,1,2,1907976,false,AC,1907976
C,G4,1,2,19179069,false,Abandon,19179069
B,G4,1,2,145,true,AC,145
C,G4,1,2,13304317,false,AC,13304317
C,G4,1,4,217,true,Abandon,9587090
C,G4,2,4,404,true,Abandon,9587090
C,G4,3,4,9586469,false,Abandon,9587090
C,G4,1,2,191,true,AC,191
B,G4,1,2,117,true,AC,117
B,G4,1,3,129,true,AC,11235952
B,G4,2,3,11235823,false,AC,11235952
F,G6,1,2,44,true,AC,44
F,G6,1,2,609,true,Abandon,609
E,G6,1,2,213,true,AC,213
D,G6,1,3,76,true,Abandon,256
D,G6,2,3,180,true,Abandon,256
D,G4,1,3,535,true,Abandon,1037
D,G4,2,3,502,true,Abandon,1037
D,G4,1,2,892,true,WA,892
C,G4,1,2,6359632,false,AC,6359632
D,G4,1,3,226,true,Abandon,1377
D,G4,2,3,1151,true,Abandon,1377
C,G4,1,3,1079,true,Abandon,2468
C,G4,2,3,1389,true,Abandon,2468
C,G3,1,2,486,true,CE,486
D,G3,1,2,500,true,Abandon,500
C,G5,1,3,357,true,AC,426
C,G5,2,3,69,true,AC,426
D,G5,1,2,833,true,AC,833
B,G5,1,2,849,true,AC,849
B,G5,1,2,180,true,AC,180
C,G5,1,2,2939,true,WA,2939
C,G5,1,3,431,true,AC,2501626
C,G5,2,3,2501195,false,AC,2501626
D,G5,1,2,137,true,AC,137
D,G5,1,3,1611,true,Abandon,38789
D,G5,2,3,37178,false,Abandon,38789
D,G5,1,4,299,true,WA,807
D,G5,2,4,297,true,WA,807
D,G5,3,4,211,true,WA,807
D,G5,1,2,357,true,AC,357
D,G4,1,6,81,true,AC,1658
D,G4,2,6,523,true,AC,1658
D,G4,3,6,320,true,AC,1658
D,G4,4,6,213,true,AC,1658
D,G4,5,6,521,true,AC,1658
C,G4,1,3,5149,true,WA,5437
C,G4,2,3,288,true,WA,5437
E,G6,1,2,252,true,AC,252
F,G6,1,2,558,true,RE,558
E,G6,1,2,1760,true,WA,1760
E,G6,1,4,308,true,AC,1177
E,G6,2,4,449,true,AC,1177
E,G6,3,4,420,true,AC,1177
E,G5,1,3,727,true,AC,3942
E,G5,2,3,3215,true,AC,3942
E,G5,1,2,559,true,Abandon,559
D,G5,1,3,848,true,Abandon,1838
D,G5,2,3,990,true,Abandon,1838
C,G3,1,2,8041,true,WA,8041
D,G3,1,3,900,true,Abandon,2701
D,G3,2,3,1801,true,Abandon,2701
D,G4,1,8,372,true,Abandon,2464
D,G4,2,8,59,true,Abandon,2464
D,G4,3,8,366,true,Abandon,2464
D,G4,4,8,533,true,Abandon,2464
D,G4,5,8,387,true,Abandon,2464
D,G4,6,8,278,true,Abandon,2464
D,G4,7,8,469,true,Abandon,2464
C,G3,1,2,1027,true,WA,1027
E,G6,1,2,700,true,AC,700
E,G6,1,2,179,true,AC,179
F,G6,1,2,1354,true,WA,1354
D,G6,1,2,608,true,WA,608
B,G3,1,2,73,true,WA,73
B,G3,1,2,321,true,Abandon,321
C,G3,1,3,94,true,WA,152
C,G3,2,3,58,true,WA,152
C,G4,1,3,240,true,WA,769
C,G4,2,3,529,true,WA,769
D,G4,1,3,4427,true,WA,5204
D,G4,2,3,777,true,WA,5204
D,G4,1,3,525,true,WA,677
D,G4,2,3,152,true,WA,677
D,G4,1,4,368,true,AC,7343
D,G4,2,4,1598,true,AC,7343
D,G4,3,4,5377,true,AC,7343
C,G4,1,4,142,true,AC,798
C,G4,2,4,18,true,AC,798
C,G4,3,4,638,true,AC,798
D,G4,1,4,1628,true,AC,7753
D,G4,2,4,509,true,AC,7753
D,G4,3,4,5616,true,AC,7753
B,G4,1,2,80,true,AC,80
C,G3,1,2,405,true,RE,405
D,G3,1,2,351,true,WA,351
