difficulty,proficiency_group,first_error,sequence,sequence_length,resolved,n_pairs,proportion_pct
C,G3,WA,WA→CE→CE→WA→WA→CE→CE→WA→WA→AC,10,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→TLE→TLE→AC,9,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→WA→WA→CE→WA→WA→WA→WA→WA→WA→AC,16,true,1,0.0
C,G3,WA,WA→CE→WA→WA→TLE→TLE,6,false,1,0.0
C,G3,WA,WA→WA→RE→RE→RE→RE→RE→WA→WA→WA→WA→AC,12,true,1,0.0
C,G3,WA,WA→WA→WA→WA→CE→CE→WA→WA→WA→WA→WA→WA→AC,13,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→WA→WA→TLE→TLE→TLE→TLE→TLE,13,false,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→TLE→TLE→TLE→WA→AC,10,true,1,0.0
C,G3,WA,WA→WA→CE→WA→TLE→TLE→AC,7,true,1,0.0
C,G3,WA,WA→TLE→TLE→RE→TLE→WA→AC,7,true,1,0.0
C,G3,WA,WA→WA→TLE→TLE→RE→TLE→TLE→TLE→TLE,9,false,1,0.0
C,G3,WA,WA→RE→WA→WA→RE→WA→WA→TLE→TLE→WA→WA,11,false,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→WA→WA→RE→RE→WA→AC,12,true,1,0.0
C,G3,WA,WA→WA→WA→CE→CE→CE→CE→WA→CE→WA→RE→WA→WA→WA,14,false,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→TLE→TLE→TLE→AC,9,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→RE→TLE→WA→WA→WA→AC,11,true,1,0.0
C,G3,WA,WA→RE→WA→RE→WA→WA→WA→WA→WA→WA→WA→WA→RE→AC,14,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→CE→CE→WA→AC,18,true,1,0.0
C,G3,WA,WA→WA→CE→WA→CE,5,false,1,0.0
C,G3,WA,WA→TLE→RE→RE→RE→WA,6,false,1,0.0
C,G3,WA,WA→WA→RE→RE→WA→WA→WA→WA→RE→AC,10,true,1,0.0
C,G3,WA,WA→WA→WA→RE→WA→WA→WA→WA→WA→WA→WA→WA→WA→AC,14,true,1,0.0
C,G3,WA,WA→WA→WA→TLE→TLE→TLE→RE→TLE→AC,9,true,1,0.0
C,G3,WA,WA→WA→WA→TLE→CE→TLE→AC,7,true,1,0.0
C,G3,WA,WA→TLE→WA→TLE→TLE→WA→WA→WA→TLE→WA→WA→TLE→AC,13,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→RE→WA→WA→WA→WA,16,false,1,0.0
C,G3,WA,WA→TLE→TLE→WA→TLE→WA,6,false,1,0.0
C,G3,WA,WA→WA→WA→WA→TLE→TLE→WA→TLE,8,false,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→RE→RE→RE→RE→RE→WA→WA→WA→CE→TLE→WA→WA→WA→CE→WA→AC,22,true,1,0.0
C,G3,WA,WA→WA→WA→WA→RE→RE→WA,7,false,1,0.0
C,G3,WA,WA→WA→WA→WA→Other→WA→WA→WA→CE→AC,10,true,1,0.0
C,G3,WA,WA→CE→WA→CE→WA→CE→CE→WA→WA→WA→WA→WA→CE→TLE→CE→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→CE→WA→CE→TLE→WA→TLE→AC,36,true,1,0.0
C,G3,WA,WA→WA→RE→WA→WA→RE,6,false,1,0.0
C,G3,WA,WA→TLE→RE→WA→AC,5,true,1,0.0
C,G3,WA,WA→RE→TLE→TLE→TLE→TLE→AC,7,true,1,0.0
C,G3,WA,WA→WA→WA→RE→RE→RE→WA→WA→WA→WA→WA→RE→WA→WA→WA→WA→WA→WA→AC,19,true,1,0.0
C,G3,WA,WA→CE→RE→RE→RE,5,false,1,0.0
C,G3,WA,WA→WA→TLE→WA→WA→TLE→AC,7,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→CE→CE→CE→WA→AC,10,true,1,0.0
C,G3,WA,WA→WA→WA→RE→WA→WA→WA→WA→WA→WA→RE→AC,12,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→RE,11,false,1,0.0
C,G3,WA,WA→TLE→CE→WA→WA→TLE→TLE→AC,8,true,1,0.0
C,G3,WA,WA→WA→WA→CE→TLE→TLE→WA→WA→TLE→CE→WA→WA→WA→TLE,14,false,1,0.0
C,G3,WA,WA→CE→RE→RE,4,false,1,0.0
C,G3,WA,WA→WA→TLE→RE→RE→TLE,6,false,1,0.0
C,G3,WA,WA→WA→TLE→TLE→TLE→WA→WA→WA→AC,9,true,1,0.0
C,G3,WA,WA→CE→RE→RE→RE→WA→WA,7,false,1,0.0
C,G3,WA,WA→WA→WA→RE→WA→TLE→WA→WA,8,false,1,0.0
C,G3,WA,WA→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→WA→WA→WA→AC,15,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→WA→WA→TLE→AC,10,true,1,0.0
C,G3,WA,WA→TLE→WA→TLE→WA→CE→TLE,7,false,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→TLE→CE→WA,8,false,1,0.0
C,G3,WA,WA→TLE→TLE→TLE→WA→CE→AC,7,true,1,0.0
C,G3,WA,WA→RE→WA→WA→WA→WA→RE→AC,8,true,1,0.0
C,G3,WA,WA→RE→TLE→WA→TLE→TLE,6,false,1,0.0
C,G3,WA,WA→WA→WA→CE→WA→TLE,6,false,1,0.0
C,G3,WA,WA→WA→WA→WA→RE→RE,6,false,1,0.0
C,G3,WA,WA→RE→RE→RE→RE→RE→RE→RE→RE→RE,10,false,1,0.0
C,G3,WA,WA→WA→RE→WA→TLE→RE→RE→AC,8,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→WA→WA→CE→WA→WA→WA,12,false,1,0.0
C,G3,WA,WA→TLE→TLE→TLE→TLE→TLE→TLE→TLE→WA→TLE→TLE,11,false,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→TLE→WA→WA→TLE→TLE,11,false,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→CE→WA→WA→WA→WA→WA→AC,18,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→WA→CE,8,false,1,0.0
C,G3,WA,WA→WA→TLE→TLE→WA→WA→WA→WA→WA→WA→AC,11,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→WA→RE→WA→RE→RE→AC,12,true,1,0.0
C,G3,WA,WA→RE→CE→TLE→TLE→AC,6,true,1,0.0
C,G3,WA,WA→WA→WA→CE→CE→CE→CE→CE→TLE→CE→TLE→WA→WA→CE→WA→WA→WA→AC,18,true,1,0.0
C,G3,WA,WA→CE→RE→TLE→WA→AC,6,true,1,0.0
C,G3,WA,WA→WA→TLE→TLE→TLE→WA→WA→RE→RE→RE,10,false,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→AC,23,true,1,0.0
C,G3,WA,WA→CE→RE→CE→CE→CE,6,false,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→CE→WA→WA→WA,10,false,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA,40,false,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→CE→CE→WA→WA→CE→WA→CE→WA→WA→WA→CE→WA→AC,18,true,1,0.0
C,G3,WA,WA→TLE→TLE→RE→TLE→WA→WA→AC,8,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→WA→CE→WA→WA→WA→WA→CE→RE→AC,15,true,1,0.0
C,G3,WA,WA→WA→RE→WA→RE→AC,6,true,1,0.0
C,G3,WA,WA→WA→WA→WA→RE→RE→WA→WA→AC,9,true,1,0.0
C,G3,WA,WA→RE→WA→WA→TLE→AC,6,true,1,0.0
C,G3,WA,WA→RE→TLE→TLE→WA→WA→TLE,7,false,1,0.0
C,G3,WA,WA→WA→TLE→TLE→RE→TLE,6,false,1,0.0
C,G3,WA,WA→WA→CE→WA→WA→WA→CE→AC,8,true,1,0.0
C,G3,WA,WA→CE→RE→RE→WA→WA→WA→WA→CE→CE→WA,11,false,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→WA→WA→WA→RE→WA→TLE→WA→WA→WA→WA→AC,17,true,1,0.0
C,G3,WA,WA→WA→WA→WA→TLE→CE→TLE,7,false,1,0.0
C,G3,WA,WA→TLE→RE→WA→WA→WA→WA→WA,8,false,1,0.0
C,G3,WA,WA→CE→RE→RE→RE→AC,6,true,1,0.0
C,G3,WA,WA→WA→WA→RE→RE→RE→WA→AC,8,true,1,0.0
C,G3,WA,WA→WA→WA→WA→CE→WA→WA→WA→CE→AC,10,true,1,0.0
C,G3,WA,WA→WA→WA→CE→WA→TLE→WA→WA,8,false,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→RE→RE→RE→RE,10,false,1,0.0
C,G3,WA,WA→TLE→WA→WA→WA→WA→WA→RE→WA→WA→WA→WA→WA→RE→WA→WA→WA,17,false,1,0.0
C,G3,WA,WA→WA→TLE→CE→TLE→TLE→WA→WA,8,false,1,0.0
C,G3,WA,WA→RE→RE→RE→RE→WA→WA→WA→RE→WA→WA→AC,12,true,1,0.0
C,G3,WA,WA→WA→WA→RE→WA→RE→RE→RE→RE→RE→RE→AC,12,true,1,0.0
C,G3,WA,WA→CE→WA→CE→WA→CE→WA→WA→WA→WA→WA→WA,12,false,1,0.0
C,G3,WA,WA→RE→WA→WA→RE→RE→RE→RE→AC,9,true,1,0.0
C,G3,WA,WA→WA→TLE→RE→WA→WA→WA→WA→WA→AC,10,true,1,0.0
C,G3,WA,WA→WA→WA→WA→CE→CE→CE→CE→CE→WA→WA→RE→WA→RE→WA→WA→AC,17,true,1,0.0
C,G3,WA,WA→CE→WA→CE→WA→WA→WA→AC,8,true,1,0.0
C,G3,WA,WA→WA→TLE→WA→WA→WA→WA→WA→WA→WA→WA→WA→TLE,13,false,1,0.0
C,G3,WA,WA→TLE→WA→TLE→RE→WA,6,false,1,0.0
C,G3,WA,WA→RE→RE→RE→RE→RE→RE→WA→WA→AC,10,true,1,0.0
C,G3,WA,WA→TLE→TLE→RE→WA→AC,6,true,1,0.0
C,G3,WA,WA→TLE→RE→WA→WA→TLE→TLE→TLE→AC,9,true,1,0.0
C,G3,WA,WA→WA→RE→TLE,4,false,1,0.0
C,G3,WA,WA→TLE→TLE→WA→TLE→TLE→AC,7,true,1,0.0
C,G3,WA,WA→WA→TLE→TLE→WA→WA→WA→AC,8,true,1,0.0
C,G3,WA,WA→TLE→TLE→TLE→TLE→WA→TLE→AC,8,true,1,0.0
C,G3,WA,WA→WA→RE→RE→CE→RE→RE→RE→RE→RE→CE,11,false,1,0.0
C,G3,WA,WA→WA→TLE→RE→WA→WA→WA→WA→WA→RE→RE→AC,12,true,1,0.0
C,G3,WA,WA→RE→RE→WA→RE→WA→WA→RE→CE→RE→WA→WA→WA→AC,14,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→WA→WA→CE→CE→WA→CE→WA→WA→WA→AC,16,true,1,0.0
C,G3,WA,WA→WA→CE→CE→CE→CE→WA,7,false,1,0.0
C,G3,WA,WA→RE→TLE→TLE,4,false,1,0.0
C,G3,WA,WA→TLE→RE→WA→WA→AC,6,true,1,0.0
C,G3,WA,WA→WA→CE→CE→WA→WA→CE→WA→CE→AC,10,true,1,0.0
C,G3,WA,WA→TLE→RE→TLE→TLE→TLE→TLE→WA→TLE→TLE→WA→WA→WA→AC,14,true,1,0.0
C,G3,WA,WA→WA→WA→WA→RE→RE→WA→WA,8,false,1,0.0
C,G3,WA,WA→TLE→WA→WA→WA→WA→WA→WA→WA→RE,10,false,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→TLE→WA,7,false,1,0.0
C,G3,WA,WA→WA→CE→WA→WA→WA→WA→WA→AC,9,true,1,0.0
C,G3,WA,WA→WA→TLE→RE→TLE→TLE→TLE→RE→WA→RE→RE→WA→WA→WA→WA→WA→WA→RE→AC,19,true,1,0.0
C,G3,WA,WA→CE→TLE→AC,4,true,1,0.0
C,G3,WA,WA→WA→TLE→WA→TLE,5,false,1,0.0
C,G3,WA,WA→RE→TLE→WA→TLE,5,false,1,0.0
C,G3,WA,WA→TLE→TLE→TLE→TLE→TLE→RE→RE→WA→WA,10,false,1,0.0
C,G3,WA,WA→RE→TLE→TLE→RE→TLE,6,false,1,0.0
C,G3,WA,WA→WA→RE→RE→CE→RE,6,false,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→CE→WA→CE→WA,9,false,1,0.0
C,G3,WA,WA→TLE→WA→TLE→TLE→WA→TLE,7,false,1,0.0
C,G3,WA,WA→TLE→TLE→TLE→WA→TLE,6,false,1,0.0
C,G3,WA,WA→TLE→TLE→WA→CE→TLE→WA→WA→WA→TLE→TLE,11,false,1,0.0
C,G3,WA,WA→WA→WA→TLE→WA→RE→RE→WA→WA→TLE→TLE,11,false,1,0.0
C,G3,WA,WA→WA→CE→WA→WA→CE→AC,7,true,1,0.0
C,G3,WA,WA→WA→WA→WA→CE→CE→WA,7,false,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→CE→WA→WA→CE→WA→WA→WA→AC,13,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→CE→WA→WA→WA→RE→RE→RE→WA→WA→WA→WA→WA→WA→AC,20,true,1,0.0
C,G3,WA,WA→WA→RE→RE→RE→WA→TLE→TLE→TLE→TLE,10,false,1,0.0
C,G3,WA,WA→WA→RE→RE→WA→RE→WA→WA,8,false,1,0.0
C,G3,WA,WA→WA→WA→CE→WA→WA→WA,7,false,1,0.0
C,G3,WA,WA→CE→WA→WA→CE→AC,6,true,1,0.0
C,G3,WA,WA→CE→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→AC,13,true,1,0.0
C,G3,WA,WA→WA→WA→TLE→TLE→TLE→TLE→TLE→CE→AC,10,true,1,0.0
C,G3,WA,WA→TLE→RE→RE→WA→WA→WA,7,false,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→WA→RE→WA→WA→WA→WA→WA→WA→WA→RE→WA→WA→WA→WA→AC,21,true,1,0.0
C,G3,WA,WA→WA→WA→CE→WA→TLE→TLE→TLE→RE→RE→AC,11,true,1,0.0
C,G3,WA,WA→RE→RE→RE→CE→RE→WA,7,false,1,0.0
C,G3,WA,WA→RE→WA→WA→WA→WA→WA→WA→WA→RE→RE→RE→WA→WA→WA→WA→WA→WA→AC,19,true,1,0.0
C,G3,WA,WA→WA→WA→RE→RE→RE→RE→AC,8,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→CE→CE→CE→CE→TLE→TLE→AC,12,true,1,0.0
C,G3,WA,WA→TLE→WA→TLE→TLE→TLE→TLE→AC,8,true,1,0.0
C,G3,WA,WA→WA→RE→RE→RE→RE→RE→RE→RE→RE→RE→WA→AC,13,true,1,0.0
C,G3,WA,WA→TLE→TLE→RE→TLE,5,false,1,0.0
C,G3,WA,WA→WA→RE→RE→WA→TLE,6,false,1,0.0
C,G3,WA,WA→WA→RE→WA→WA→WA→WA→WA→RE→RE→WA→WA,12,false,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→WA→WA→WA→RE→WA→AC,12,true,1,0.0
C,G3,WA,WA→WA→WA→TLE→TLE→TLE→RE→RE→AC,9,true,1,0.0
C,G3,WA,WA→WA→RE→RE→RE→RE→RE→RE→RE→AC,10,true,1,0.0
C,G3,WA,WA→WA→WA→RE→CE→AC,6,true,1,0.0
C,G3,WA,WA→WA→WA→RE→WA→RE→RE→RE→RE→RE→RE→CE→RE→RE→RE→WA→RE→AC,18,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→CE→WA→AC,17,true,1,0.0
C,G3,WA,WA→RE→WA→WA→RE→WA→WA→WA→RE→WA→WA→AC,12,true,1,0.0
C,G3,WA,WA→WA→CE→CE→WA→WA→RE→AC,8,true,1,0.0
C,G3,WA,WA→WA→WA→TLE→TLE→TLE→TLE→TLE→WA→AC,10,true,1,0.0
C,G3,WA,WA→Other→WA→WA→AC,5,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→RE→WA→RE→WA→WA→RE→WA→WA→WA→AC,16,true,1,0.0
C,G3,WA,WA→RE→TLE→RE→RE→TLE→RE→AC,8,true,1,0.0
C,G3,WA,WA→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE,13,false,1,0.0
C,G3,WA,WA→CE→CE→TLE→TLE→TLE,6,false,1,0.0
C,G3,WA,WA→WA→WA→CE→WA→WA→CE→WA→CE→CE→CE→CE→AC,13,true,1,0.0
C,G3,WA,WA→WA→WA→TLE→WA→WA→WA→AC,8,true,1,0.0
C,G3,WA,WA→WA→RE→WA→WA→RE→WA→WA,8,false,1,0.0
C,G3,WA,WA→RE→RE→RE→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA,14,false,1,0.0
C,G3,WA,WA→TLE→TLE→WA→TLE→TLE→WA→WA→WA→TLE→TLE→TLE→RE→WA→AC,15,true,1,0.0
C,G3,WA,WA→WA→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE,12,false,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→WA→WA→RE→WA→WA→WA→WA→AC,14,true,1,0.0
C,G3,WA,WA→CE→WA→WA→WA→RE→RE→RE→RE→WA,10,false,1,0.0
C,G3,WA,WA→WA→WA→WA→RE→WA→RE→RE→AC,9,true,1,0.0
C,G3,WA,WA→WA→TLE→CE→WA→TLE,6,false,1,0.0
C,G3,WA,WA→TLE→TLE→TLE→RE→WA→WA,7,false,1,0.0
C,G3,WA,WA→WA→RE→RE→RE→RE→RE→RE→RE,9,false,1,0.0
C,G3,WA,WA→WA→WA→TLE→TLE→RE→TLE→AC,8,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→CE→CE→WA→WA→WA→WA→WA→WA→WA→WA→CE→RE→WA→WA→AC,20,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→RE→WA→WA,8,false,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→RE→RE→WA→WA→WA→WA→WA→WA→WA→WA→AC,17,true,1,0.0
C,G3,WA,WA→WA→TLE→RE→TLE,5,false,1,0.0
C,G3,WA,WA→CE→CE→CE→WA→WA→CE→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→CE→WA→WA→WA→AC,30,true,1,0.0
C,G3,WA,WA→CE→WA→CE→WA→CE→CE→AC,8,true,1,0.0
C,G3,WA,WA→WA→WA→RE→WA→WA→WA→WA→WA→WA→WA→WA→RE→AC,14,true,1,0.0
C,G3,WA,WA→WA→WA→TLE→TLE→TLE→TLE→WA→WA→TLE→TLE→WA→TLE→WA→AC,15,true,1,0.0
C,G3,WA,WA→TLE→WA→WA→WA→TLE→TLE→WA→WA→WA→AC,11,true,1,0.0
C,G3,WA,WA→WA→WA→WA→TLE→TLE→TLE→TLE→WA→WA→WA→WA→AC,13,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→TLE→TLE→TLE→WA→WA→WA→WA→TLE,23,false,1,0.0
C,G3,WA,WA→WA→WA→TLE→WA→TLE→WA→TLE→TLE→TLE,10,false,1,0.0
C,G3,WA,WA→TLE→WA→TLE→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→AC,20,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→RE→WA→WA→WA→WA→AC,12,true,1,0.0
C,G3,WA,WA→CE→WA→WA→WA→WA→WA→WA→CE→WA→WA→RE→RE→WA→CE→WA→WA→WA→AC,19,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→WA→WA→WA→RE→WA→RE→RE→WA→AC,15,true,1,0.0
C,G3,WA,WA→CE→CE→WA→CE→CE→WA,7,false,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→CE→WA→WA→WA→WA→AC,17,true,1,0.0
C,G3,WA,WA→CE→CE→CE→CE→CE→CE→CE→AC,9,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→RE→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→AC,54,true,1,0.0
C,G3,WA,WA→WA→WA→WA→CE→CE→CE→WA→WA→WA→CE,11,false,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→CE→CE→WA,8,false,1,0.0
C,G3,WA,WA→WA→TLE→CE→TLE→TLE→CE→TLE→TLE→WA→TLE→TLE→TLE→AC,14,true,1,0.0
C,G3,WA,WA→WA→WA→TLE→RE→RE→TLE→TLE→RE→WA→WA→WA→WA→WA→TLE→AC,16,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→RE→WA→AC,13,true,1,0.0
C,G3,WA,WA→TLE→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→AC,13,true,1,0.0
C,G3,WA,WA→CE→WA→WA→WA→WA→WA→WA→WA→WA→AC,11,true,1,0.0
C,G3,WA,WA→WA→WA→TLE→RE→TLE→WA→AC,8,true,1,0.0
C,G3,WA,WA→WA→CE→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→AC,16,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→CE→AC,14,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→WA→WA→WA→CE→WA→WA→WA,13,false,1,0.0
C,G3,WA,WA→CE→CE→CE→WA→CE→WA→WA→WA→WA→WA,11,false,1,0.0
C,G3,WA,WA→CE→CE→WA→WA→WA→WA→WA→WA→WA→WA→AC,12,true,1,0.0
C,G3,WA,WA→WA→WA→TLE→TLE→WA,6,false,1,0.0
C,G3,WA,WA→RE→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→AC,13,true,1,0.0
C,G3,WA,WA→RE→RE→RE→RE→WA→WA→WA→AC,9,true,1,0.0
C,G3,WA,WA→CE→CE→WA→CE→CE→CE→RE,8,false,1,0.0
C,G3,WA,WA→TLE→RE→RE→RE→TLE,6,false,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→TLE→RE→RE→AC,9,true,1,0.0
C,G3,WA,WA→RE→RE→RE→RE→WA→WA→RE,8,false,1,0.0
C,G3,WA,WA→RE→RE→RE→WA→WA→WA→WA→TLE→TLE→WA→RE→RE→WA→WA→AC,16,true,1,0.0
C,G3,WA,WA→WA→WA→TLE→TLE→TLE→TLE→WA→TLE→AC,10,true,1,0.0
C,G3,WA,WA→WA→WA→RE→WA→WA→WA→RE→WA→WA→WA→WA→WA→WA→WA→WA→WA,17,false,1,0.0
C,G3,WA,WA→CE→CE→TLE→WA→CE,6,false,1,0.0
C,G3,WA,WA→WA→WA→TLE→CE→AC,6,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→RE→WA→WA→RE→WA→AC,11,true,1,0.0
C,G3,WA,WA→CE→TLE→TLE,4,false,1,0.0
C,G3,WA,WA→TLE→TLE→WA→CE→CE→WA,7,false,1,0.0
C,G3,WA,WA→WA→TLE→WA→TLE→TLE,6,false,1,0.0
C,G3,WA,WA→WA→CE→CE→CE→WA→WA→WA→CE→RE→WA,11,false,1,0.0
C,G3,WA,WA→WA→WA→WA→RE→RE→WA→AC,8,true,1,0.0
C,G3,WA,WA→RE→WA→CE→WA→WA,6,false,1,0.0
C,G3,WA,WA→TLE→WA→WA→TLE→WA→WA→WA→WA→AC,10,true,1,0.0
C,G3,WA,WA→RE→WA→WA→WA→RE→WA→WA→RE→RE→AC,11,true,1,0.0
C,G3,WA,WA→Other→WA→WA→WA,5,false,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→WA→WA→WA→CE→WA→WA→CE→WA,14,false,1,0.0
C,G3,WA,WA→CE→CE→WA→WA→WA→WA→WA→WA→CE→AC,11,true,1,0.0
C,G3,WA,WA→TLE→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→AC,15,true,1,0.0
C,G3,WA,WA→RE→RE→WA→RE→AC,6,true,1,0.0
C,G3,WA,WA→TLE→RE→TLE→TLE→WA→WA→TLE→WA→AC,10,true,1,0.0
C,G3,WA,WA→TLE→CE→CE→TLE→WA→WA→AC,8,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→WA→CE→RE→WA,10,false,1,0.0
C,G3,WA,WA→TLE→TLE→RE→TLE→CE,6,false,1,0.0
C,G3,WA,WA→TLE→TLE→TLE→WA→WA→WA→WA,8,false,1,0.0
C,G3,WA,WA→WA→CE→CE→RE→RE→RE→RE,8,false,1,0.0
C,G3,WA,WA→WA→TLE→WA→WA→WA→WA→AC,8,true,1,0.0
C,G3,WA,WA→RE→RE→WA→WA→RE→AC,7,true,1,0.0
C,G3,WA,WA→CE→CE→WA→CE→WA→WA→WA,8,false,1,0.0
C,G3,WA,WA→CE→WA→CE→WA→WA→WA→TLE→TLE→AC,10,true,1,0.0
C,G3,WA,WA→CE→CE→WA→CE→AC,6,true,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→CE→WA→WA→WA→RE→WA→WA→WA→WA→AC,16,true,1,0.0
C,G3,WA,WA→TLE→TLE→WA→TLE→TLE→TLE→WA→TLE,9,false,1,0.0
C,G3,WA,WA→WA→RE→RE→RE→WA→WA→WA→WA,9,false,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→RE→WA→TLE→WA→RE→TLE→TLE→RE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→WA→WA→AC,24,true,1,0.0
C,G3,WA,WA→WA→CE→TLE→WA→AC,6,true,1,0.0
C,G3,WA,WA→TLE→TLE→TLE→WA→WA→TLE→TLE→AC,9,true,1,0.0
C,G3,WA,WA→RE→RE→WA→RE→WA→WA,7,false,1,0.0
C,G3,WA,WA→WA→WA→RE→RE→RE→RE→RE→RE→RE→WA→WA→WA→WA→WA→WA→WA→AC,18,true,1,0.0
C,G3,WA,WA→WA→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→CE→TLE→TLE→TLE→TLE→WA→TLE→WA→TLE→TLE→WA→CE→TLE→WA→WA→WA→TLE→TLE→TLE→TLE→TLE→CE→TLE→TLE→WA→WA→TLE→TLE→TLE→TLE→TLE→TLE→AC,45,true,1,0.0
C,G3,WA,WA→WA→WA→WA→TLE→WA→TLE,7,false,1,0.0
C,G3,WA,WA→RE→WA→WA→WA→RE→RE→AC,8,true,1,0.0
C,G3,WA,WA→WA→RE→RE→WA,5,false,1,0.0
C,G3,WA,WA→WA→WA→WA→WA→WA→RE→RE→RE→WA→WA→RE→AC,13,true,1,0.0
C,G3,WA,WA→WA→RE→RE→WA→CE→CE→CE→AC,9,true,1,0.0
C,G3,WA,WA→TLE→TLE→CE,4,false,1,0.0
